NUMBER X_IMAGE Y_IMAGE FLUX_APER FLUXERR_APER ISOAREA_IMAGE THETA_IMAGE FLAGS ELONGATION                                             
      1914    178.6245    362.1297     1051.858     99.60867        20  31.17   2    1.294
      1915    249.4388    354.2309     729.4709     99.13981        19  88.67   2    1.822
      1916    380.1941    357.6033     1115.669     99.75416        35 -23.57   2    1.578
      1917    114.0219    358.5829     1465.631     101.0776        37  -4.22   0    1.319
      1918    938.0239    360.1841     534.5384     98.96187        16 -52.36   0    2.330
      1919    775.1956    331.6858     34362.39     158.4815       172 -46.11   2    1.295
      1920    538.7284    338.9732      9153.71     116.6385       115  29.02   2    1.143
      1921    460.1562    243.6037     1374.739      100.873        41  68.21   2    1.712
      1922    462.7006    249.2139     1253.037     100.0666        27   3.35   2    1.145
      1923    465.2610    258.6231     2142.798     102.0675        55  35.00   2    1.888
      1924    468.7147    292.6819      2604.02     102.8302        59  -5.52   2    2.020
      1925    592.4385    262.1344     3571.098     105.1998        45 -75.78   2    1.603
      1926    594.7516    267.4524     928.5378     99.59512        18  10.11   2    1.759
      1927    682.3025    333.3283     1390.652     99.30994        17  -0.97   2    1.173
      1928    686.5626    318.0713     3296.063     104.6039        74  30.04   2    1.514
      1929    712.3329    287.5127     12099.32     121.8062       125  64.90   2    1.724
      1930    688.8874    306.9035     948.0169     98.83308        30   6.70   2    3.373
      1931    551.5607    353.9569     9226.572     117.0086        62  84.91   2    1.089
      1932     54.3179    361.5565     909.3549     98.74413        26  55.55   0    1.521
      1933    283.0918    364.3333     1603.452     100.5945        19   9.90   0    1.220
      1934    561.4591    288.4727     845.2899     98.86676        15 -70.23   2    1.650
      1935    567.0144    298.3037     1076.766     99.39745        15  19.97   2    1.328
      1936    400.0550    325.7766     1287.251     100.1443        45 -82.54   2    1.374
      1937    459.5786    344.6064     10362.82     118.9712       142   1.50   2    2.171
      1938    860.4199    363.7599     1478.817     101.1072        22 -20.89   0    1.149
      1939    668.0346    366.2508     888.3538     99.23491         9  89.19   0    1.203
      1940    257.9958    359.9804     4135.014     106.4111        25 -74.83   2    1.311
      1941    204.1700    354.5086     1135.042     98.72324        35  88.67   2    1.240
      1942    875.5018    366.5136     1149.905     99.02721        14  16.29   2    1.068
      1943    425.8292    347.3825        11784     122.0936       117   4.68   2    1.119
      1944    687.6644    357.5713     3042.728      104.052        47 -27.38   2    1.750
      1945    423.7668    336.0144     3407.445     105.6062        98 -13.70   2    1.261
      1946    331.8286    324.5732     24894.91     144.4519       199 -32.17   2    1.089
      1947    234.6580    367.5574     986.3785     99.45915        14 -45.38   0    1.137
      1948    876.5911    353.8754     2670.444     103.2357        52 -79.49   2    1.165
      1949    356.4893    331.0527     126949.6     258.9236       255 -42.79   2    1.114
      1950    801.9099    356.2934     3130.566     103.9875        42 -80.30   2    1.504
      1951    498.3563    368.5430     1051.547     99.87542        15  -6.46   2    1.866
      1952    264.6622    360.4076     1286.021     100.4076        40  33.13   2    1.581
      1953    113.3195    370.6525     824.9011     98.54955         8  40.24   2    1.173
      1954    810.0533    365.8285      1282.39     100.1333        18  38.21   2    1.363
      1955    404.2056    335.5825     18411.92     133.4647       130 -79.76   2    1.522
      1956    334.4680    362.2241     2478.325     102.8119        48   0.47   2    1.380
      1957    720.0073    359.8468     1480.407     101.1108        27 -37.42   2    2.298
      1958    133.8594    359.7893     2075.149     102.1781        39 -38.40   2    1.118
      1959    671.9778    359.5567     1517.566     101.1943        46 -19.33   0    1.627
      1960    999.3083    362.1315     1130.663     99.25219        28  50.96   0    1.591
      1961    228.4861    369.2818     843.0399      98.8616        14  30.33   0    1.020
      1962    914.6801    337.4348     23929.53     142.5511       169   2.66   2    1.142
      1963    987.7791    374.4206     525.2379     98.94051         5 -19.28   0    1.622
      1964    644.4363    220.1975     2403.245     103.1643        36 -79.14   2    1.280
      1965    649.5720    225.5250     1194.086     99.93266        61   7.76   2    1.241
      1966    490.7533    239.0060     649.9984     99.22668        14 -76.49   2    1.477
      1967    460.3499    261.3259     603.9363     98.31038         6 -54.29   2    1.110
      1968    540.8148    279.1610     825.3135     99.89483        17 -25.55   2    3.087
      1969    616.9315    323.3444     1620.792     100.6337        69  82.34   2    1.590
      1970    621.3281    328.7027     685.3792      97.9553         7  53.67   2    1.172
      1971    616.3548    239.9471     1027.351     99.82035        40 -42.30   2    2.242
      1972    737.7541    309.5766       2648.6     103.7034        41 -27.80   2    2.019
      1973    720.5081    340.4783     701.5591      98.5358        28  43.65   2    2.567
      1974    150.0243    365.2885     1993.844     101.2094        36  38.44   2    1.233
      1975    568.2010    350.0656     11538.21     121.6352        89 -18.21   2    1.129
      1976    444.6869    363.1209      2519.39     102.3828        39 -17.73   2    1.410
      1977   1020.3870    363.0312     1590.678     101.6212        25  80.46   0    1.160
      1978    441.2235    297.4113     58373.98     189.8177       260  44.57   2    1.048
      1979    503.9349    307.4792     1449.099     100.2452        57 -26.67   2    1.960
      1980    633.4416    338.2668     949.6024     99.37508        21  80.68   2    2.394
      1981    352.2963    343.9840     835.1036     98.30208        21 -58.64   2    1.443
      1982    299.0374    354.1691     2930.943     104.0643        55 -33.91   2    1.339
      1983    612.2215    353.7153     9719.369     117.2815        72  25.93   2    1.109
      1984    387.8178    339.5290     3088.744     104.4083        88  79.89   2    2.470
      1985    591.1385    342.9102      7072.85     112.0357        89 -69.15   2    1.504
      1986    504.1698    371.1321     1179.663     99.89985        15 -16.40   2    1.341
      1987    306.6280    366.7827     953.6155     99.91967        20  82.35   2    1.360
      1988    833.9359    368.7381     971.3943     99.15623        14  44.86   2    1.406
      1989    614.5058    374.4954      15370.7      127.973         9  43.50   2    1.255
      1990    331.3647    350.8446     3533.586     105.3722        77  52.53   2    1.284
      1991    377.5905    350.3829     1891.266     101.5058        67  62.61   2    1.879
      1992    563.4931    367.6626     2600.473     102.5626        43  -9.38   2    2.126
      1993    416.4883    351.4787     1987.883     101.1961        94  28.44   2    1.259
      1994    775.6599    354.9865      1536.05     100.9719        52 -59.18   2    1.581
      1995    186.0963    364.8874     1975.857     101.1691        41 -24.94   2    1.284
      1996   1014.6171    367.7074     947.7557     98.56218        25  63.97   0    1.384
      1997     39.4989    374.9625     522.0098     97.30173        10 -27.67   0    1.630
      1998    229.9954    358.9432     1058.421     99.89106        44 -72.26   2    1.706
      1999    412.1784    340.6691      11285.4     120.9415       135 -87.58   2    1.296
      2000    827.2867    366.5142     3082.651     103.8827        31 -53.77   2    1.091
      2001    917.6573    364.5433     598.0912     99.10771        24 -73.97   2    1.913
      2002    558.1427    350.7676     13714.41     124.9969        74 -79.45   2    1.196
      2003    538.3378    363.1236     6787.871     111.9338        60  -6.76   2    1.157
      2004    626.3169    368.9658     2078.937     101.6631        22 -51.49   2    1.647
      2005    923.7855    367.1433     2165.884     102.3798        32  57.27   2    1.223
      2006    261.5100    339.6956      7070.99     112.2698       139 -84.91   2    1.213
      2007    319.8179    376.8661     716.7869     98.84119         8 -48.34   0    1.197
      2008    380.2157    342.6252     2878.504      104.206       112  78.95   2    1.556
      2009    719.4867    365.0423     1893.748     100.9844        27  51.84   2    1.559
      2010    995.3663    351.4987     22372.31     139.2824       166 -32.92   2    1.355
      2011    709.9742    352.7130     5272.508      108.322        57 -75.35   2    1.332
      2012    185.1323    372.7812     671.0987     99.00591        12 -80.95   0    1.605
      2013    330.7911    375.6734      484.398     98.30539        14 -21.34   2    2.881
      2014    794.4817    372.4952     779.5042     98.71542        12  60.94   2    1.659
      2015    788.6763    370.9834       947.15     99.63758        26 -19.67   2    1.789
      2016    544.9865    359.4761     45651.63     173.9191        83  35.08   2    1.200
      2017    408.5321    361.2621     22617.72     140.4441        84   7.46   2    1.240
      2018    488.1282    368.1458     8182.567     114.4979        40  -6.82   2    1.230
      2019    743.6622    368.8692     2622.344     103.1297        30 -12.99   2    1.157
      2020    434.6770    376.6737     1892.004     100.9805         9 -62.71   2    1.285
      2021    452.0520    232.6725       790.24     98.74014        17  29.17   2    1.384
      2022    632.6653    243.3206     575.0804     98.24365        10  31.50   2    1.637
      2023    684.3112    244.3291     592.0523     98.01109         6 -72.32   2    1.405
      2024    753.7375    305.8498     2883.423     103.7035        41  50.05   2    1.631
      2025    368.3916    318.8503     1911.223     101.8129        47 -31.92   2    2.232
      2026    701.7114    326.7512     901.8679      98.7269        21 -10.67   2    1.442
      2027    321.8729    333.0165     828.5261     99.36663        24  -1.43   2    1.655
      2028    328.1366    335.4331     1063.299     99.63477        18 -37.48   2    1.284
      2029    740.6804    335.9717     914.7289      99.2953        17  35.46   2    1.597
      2030    724.5347    346.0321     657.9166     98.70573         9  87.59   2    1.702
      2031    492.5155    354.9803     723.4297     98.31527        10 -88.32   2    3.299
      2032    691.0062    364.1933     2292.733     102.4008        38 -59.09   2    1.512
      2033   1010.0885    321.6161     142021.4     271.9294       331 -82.84   2    1.078
      2034    422.4817    357.1923     1232.272     100.0195        58 -36.76   2    3.489
      2035    905.5229    373.7730     679.1553     98.75462        15 -59.22   0    1.824
      2036    721.7824    376.5432     869.3444     99.45995         9  88.32   0    1.272
      2037    885.4871    373.4942      1385.14     100.1001        17  76.44   2    1.227
      2038    587.5360    359.6385     3882.211     105.8698        54  76.56   2    1.761
      2039    762.1437    355.8959     1915.524      100.769        87  28.93   2    1.798
      2040    927.1451    372.9884     1377.368     100.6141        21  68.89   2    1.161
      2041    769.0146    377.2302      860.478      99.7076        10  86.91   0    1.179
      2042    592.0081    378.4923     8169.535     114.7048        22   2.20   2    1.507
      2043    470.4223    371.0246     2565.597     103.5213        32 -18.66   2    1.265
      2044    669.5057    377.5090       3352.5     104.4714        19 -64.54   2    1.266
      2045    480.0064    235.7003     764.1335        98.95        11 -56.58   2    1.483
      2046    511.8725    240.6341     1291.755     100.1545        22 -22.79   2    2.027
      2047    441.6285    247.1862     722.6624     99.39297        21  42.18   2    2.862
      2048    545.6371    271.3080     720.4783     97.76421        17  62.21   2    1.713
      2049    498.0760    277.6519     833.4346     98.83951        14  62.67   2    1.785
      2050    550.8161    280.0588     6495.186     111.3379       122 -14.02   2    1.451
      2051    414.9853    301.3299     3999.417     106.3722        42 -89.03   2    1.247
      2052    467.7243    313.0349     953.9231     99.38496        21   8.30   2    1.881
      2053    573.1530    332.7188     874.1014     98.66296        11  45.36   2    1.589
      2054    723.3809    351.1921     601.4457     98.57562        10  75.70   2    4.489
      2055    580.1323    368.1284     650.2028     98.41728        14  86.94   2    1.989
      2056    269.9850    377.0140     1851.282     101.4163        21  34.13   2    1.284
      2057    782.3954    377.2231     2091.536     101.9533        18  57.16   2    1.280
      2058    549.9622    363.0537     51777.41     181.7479       114 -18.18   2    1.256
      2059    367.6115    366.6628      5266.95     108.8018        65  36.76   2    1.676
      2060    445.4851    380.4964     1729.085     100.6132        18  10.22   2    1.271
      2061    647.3654    336.5445     47558.06     176.0901       198 -56.35   2    1.186
      2062    690.9835    380.5220     1045.517      99.5942        14 -12.73   2    1.523
      2063      6.7632    368.5152     1276.867     99.58642        35 -58.57   0    1.366
      2064    212.5041    348.9659     37847.34     162.5844       160  87.26   2    1.133
      2065    278.0695    377.8889     722.6129     98.31338        17  48.62   2    1.835
      2066     30.8618    380.1817     719.0218     98.84634        11  37.55   0    1.036
      2067    954.1719    378.1883     1387.855     100.6378        19  30.23   2    1.368
      2068    623.9924    342.8447     22975.84     141.4003       147 -56.35   2    1.506
      2069    692.0039    251.4794     547.1555     98.72098         8  -0.57   2    2.341
      2070    534.6012    276.2065     564.1199     98.48953         8  80.07   2    2.371
      2071    507.9140    279.1739     985.0203     98.91813        22 -47.09   2    1.963
      2072    644.7621    284.0136     523.9766     99.20688         5  64.59   2    1.868
      2073    531.6735    298.3372     445.4568     98.21532         5  63.49   2    2.174
      2074    408.7945    300.5955      558.191     98.47585         5  19.07   2    1.661
      2075    520.0936    304.3767     8391.052     114.4457       160  70.38   2    1.624
      2076    670.2536    318.5549     733.8334     99.14981        22  -6.63   2    4.073
      2077    784.0406    342.4688     986.8817      99.4603        26 -11.95   2    1.288
      2078    344.3644    351.6888     1226.447     99.47128        60 -35.49   2    3.809
      2079    698.1741    358.6049     580.9557     98.79876        13 -22.12   2    3.007
      2080    509.5211    326.9666     213908.2     326.6111       344  62.70   2    1.190
      2081    676.3103    373.0434     2890.309     103.2029        32 -39.24   2    1.213
      2082    141.1010    349.6569     43385.03     170.3061       224  23.34   2    1.133
      2083    797.4767    376.5009     2008.322     100.9781        22  64.19   2    1.134
      2084    800.8006    376.5964     2031.577     101.8195        23  56.98   2    1.475
      2085    875.3521    372.5831     2108.425     102.5127        37 -82.22   2    1.496
      2086    409.6061    370.6422     16151.76     129.9699        62  -0.53   2    1.130
      2087    513.1984    370.6623     11127.26      120.644        52 -34.96   2    1.281
      2088    562.6080    355.9295     7209.383     112.7864        81  79.30   2    1.617
      2089    862.7144    375.0051     1305.067     100.4507        32  17.89   2    1.132
      2090    425.2318    373.5886     1333.308     100.7796        42  39.77   2    1.599
      2091    925.0103    379.9688     932.5195     99.87167        23  -0.94   2    1.079
      2092    470.9779    350.7871     15081.41     127.8762       142  89.43   2    1.373
      2093    762.3562    380.5540     957.0906     99.66025        16 -32.63   2    1.876
      2094    647.9448    357.6761      5367.76     108.7672        75  45.77   2    1.094
      2095    755.7508    378.4857     1935.939     101.0793        23 -76.53   2    1.123
      2096    159.8413    344.4181     6361.067     111.5431        97   0.52   2    1.563
      2097    296.2374    365.2851      2211.51     101.6971        42  85.63   2    1.507
      2098     82.9689    375.9391     1763.392     101.2191        33  50.41   2    1.116
      2099    118.1096    371.6025     1926.402     101.5845        51 -48.19   2    1.348
      2100    166.9550    380.5082     2425.254     102.1736        23  -8.36   2    1.152
      2101    838.6428    340.3228     79730.94     213.7407       244 -45.29   2    1.236
      2102    820.0258    375.9714     1144.904     100.3538        23 -87.32   2    1.517
      2103    490.1435    363.1270     13856.58     125.2552        85 -18.35   2    1.093
      2104    716.9733    327.2639     137569.9     268.1831       388  31.50   2    1.268
      2105    503.5757    379.3348     3521.895      105.347        34  13.72   2    1.373
      2106   1000.3350    384.3192     1193.041     99.66296        10 -38.83   2    1.427
      2107    258.4907    372.3736     2050.086     101.0721        40  52.38   2    1.357
      2108    866.0695    369.5200     1252.267     99.53026        41 -61.28   2    1.743
      2109     18.9280    376.7314     2025.429     101.5434        51 -14.41   0    1.603
      2110    693.6667    375.2935     1663.209     100.7294        53 -26.01   2    1.620
      2111    551.0561    342.3503     36248.54     161.1637       215 -39.09   2    1.597
      2112    433.5757    365.1102     21845.47     138.6127       113  24.61   2    1.208
      2113    516.8628    354.2396     5213.935      108.691       199   5.40   2    1.983
      2114    633.4544    375.2117     4996.345     108.4813        35 -25.43   2    1.183
      2115    483.4219    377.2358     1966.377      102.458        28 -56.14   2    1.496
      2116    940.6457    383.0504     826.9085     99.36293        25 -14.06   2    1.819
      2117    568.0448    370.9690     4333.993     107.3335        48 -70.27   2    1.715
      2118    628.0785    376.6614      2710.19     102.8055        35  44.87   2    1.161
      2119    338.5758    386.3884     1195.638     100.2028        20  -4.57   2    1.661
      2120    309.0444    373.3123     1175.972     99.35589        35 -65.67   2    1.618
      2121    272.8467    370.7377     5198.586     108.6589        72 -14.55   2    1.157
      2122    298.9301    376.7224     1264.677     99.55859        28  69.79   0    1.514
      2123    856.3333    386.3261     822.5436     98.81446        12 -51.23   2    1.084
      2124     37.8046    389.0540     659.9122     98.98022         9   1.70   0    1.213
      2125    948.3115    366.0293     1570.556     100.2544        66  46.60   2    1.446
      2126    594.9822    382.6949     6908.288     111.4623        31   4.37   2    1.237
      2127    620.8782    375.3158     5953.342     109.4978        52  80.71   2    1.280
      2128    677.3244    384.6644     2421.666     102.6865        19  41.21   2    1.308
      2129    729.9634    377.9698     2975.241     104.4168        48 -64.54   2    1.129
      2130    494.4333    379.7427     3865.664     105.8343        40  -9.74   2    1.907
      2131     57.9461    375.0788     2058.573     101.3547        48 -78.97   0    1.474
      2132   1022.3459    382.2448     1657.109      101.244        25  77.68   8    1.208
      2133    284.9612    390.3122     730.8546     98.33243         7  -2.45   0    1.094
      2134    818.8728    382.7557     1415.889     100.4358        31 -15.82   2    1.403
      2135    792.4351    384.4964     1476.866     99.50705        17 -24.79   2    1.178
      2136    580.6514    338.2294     16511.24     130.3926       149 -68.60   2    1.705
      2137    896.8557    379.8383     8048.777     114.6981        41 -22.29   2    1.299
      2138    320.6985    385.0116     822.3541     99.08363         9 -79.58   2    1.690
      2139    957.2527    370.5089     914.9409     98.75699        49 -54.64   2    2.526
      2140    396.3116    379.1223     16974.57     130.5863        57  16.03   2    1.190
      2141    749.5441    372.1638     7774.701     113.9198        93 -35.26   2    1.458
      2142    618.0403    362.0910     2278.144     101.8459        60  65.20   2    3.590
      2143    290.7083    370.7736     2403.448     101.8635        57 -65.74   2    1.874
      2144    314.8330    360.6111     27857.04     149.0395       190  34.36   2    1.431
      2145    857.1305    382.3000     1184.755     99.10717        22 -80.49   2    1.353
      2146    844.6022    384.4347     1096.431      100.244        34 -15.25   2    1.692
      2147    709.6729    384.3275     14938.33     127.2029        30  45.47   2    1.669
      2148    849.6313    347.4405     1852.547     101.9438        45  51.42   2    1.258
      2149    620.4922    382.5483     3776.002     105.1353        31  76.92   2    1.522
      2150    480.9653    362.5441     2367.307     102.5662        75 -67.26   2    3.295
      2151    409.9839    387.0338     1537.989     101.5033        29 -24.49   2    1.957
      2152    493.3095    336.8571     26270.79     145.8709       184 -38.67   2    1.224
      2153    921.7989    349.6778     72537.65     205.9501       257 -62.65   2    1.104
      2154    757.8984    386.1630     2130.027     100.9878        22  81.49   2    1.079
      2155    892.0702    376.6617     15153.92     127.7964        79 -22.11   2    1.171
      2156    222.5011    384.0116     5579.089     109.4519        35  10.60   2    1.050
      2157    556.0116    380.0313     7032.033      112.902        42 -47.81   2    1.342
      2158    684.2098    343.2660     14140.25     125.9808       176 -71.00   2    1.292
      2159    699.7763    376.8846     912.3106     98.75094        39  36.50   2    1.557
      2160    457.5853    389.2390     2150.144     102.8648        13 -75.61   2    1.637
      2161    702.0000    382.0063     1176.015     99.89155        28 -83.25   2    1.712
      2162    438.3222    389.8091       1407.4     100.4166        18  34.09   2    1.422
      2163    760.1365    371.6691     4319.128     106.5535        59 -75.27   2    1.202
      2164    739.3645    392.0883     834.3301      98.5713        14  22.31   2    1.378
      2165    105.0735    371.5227     6868.033     111.6194       109 -20.86   2    1.809
      2166    427.2831    392.0276     888.8649     98.96689        13  41.14   2    1.511
      2167    197.4995    389.9799     938.5862     98.54104        24 -23.39   0    1.202
      2168    871.9708    383.8083     1831.106      101.896        28  83.63   2    1.468
      2169    312.4870    390.4901      2463.67     102.5196        15 -87.27   2    1.190
      2170    606.1185    386.6370     2504.308     102.6096        25 -86.23   2    1.832
      2171    775.3461    366.1516     21790.43     139.2906       134  31.21   2    1.245
      2172    488.0123    384.4940     3191.787     104.1212        33  82.19   2    1.324
      2173    664.6643    379.4057     5530.571     109.5948        75 -13.10   2    1.144
      2174    652.4995    393.5039      2197.88     101.4038        15 -35.99   2    1.104
      2175    770.2576    344.0252     148016.5      276.991       314  70.19   2    1.132
      2176    944.9968    375.8051      5591.52     109.4777        79 -14.28   2    1.297
      2177    570.4633    380.4363     4115.821     106.3701        48  86.77   2    1.468
      2178    733.2286    382.2315     2983.389     104.4345        83 -10.26   2    2.224
      2179    480.2994    335.9019     3658.952     104.1161        98 -68.15   2    2.783
      2180    751.0544    360.4306     10357.57     118.7367       123 -52.01   2    1.395
      2181    345.5616    381.8964     744.8745     97.82091        38 -82.72   2    1.478
      2182    945.7194    389.2961     1753.102     100.6674        24  58.15   0    1.016
      2183    341.8046    395.5962     1053.123     99.61156        14  27.27   2    1.782
      2184    502.2162    387.8611     3711.052     105.5017        37  16.25   2    1.203
      2185    253.0632    364.1470     28531.64     149.7087       125 -61.18   2    1.086
      2186    877.6160    378.7580      6453.75     111.7318        73 -24.45   2    1.343
      2187    320.6024    390.2277     1012.956     100.0546        18 -38.97   2    1.239
      2188    106.3807    389.1743     1073.022     100.1909        19  69.62   2    2.183
      2189    797.9077    389.7030     1072.504     99.11893        16  60.03   2    1.464
      2190    465.7943    378.7206     15640.56     128.8661        75 -18.35   2    1.100
      2191    373.4485    378.1517      2280.74      102.894       116 -25.93   2    1.479
      2192    692.2329    387.9880     1375.342     101.1385        33 -18.95   2    2.806
      2193    729.0633    398.5252     948.3524     99.37222        12  10.01   2    1.604
      2194    123.9388    396.3476      919.126     99.30536        17  15.05   0    1.251
      2195    402.6486    396.3501     886.1135     99.76601        11   9.85   0    1.163
      2196    581.0999    383.0314     27747.84     147.6132        77   7.39   2    1.546
      2197    523.1353    388.3395     12962.57      123.838        45 -37.16   2    1.119
      2198    592.4954    370.4810     10761.15     119.2832       143 -47.55   2    1.725
      2199    606.6709    343.8001     110319.8     244.1089       236 -60.48   2    1.173
      2200    391.4929    397.4907     1999.642     101.4857        15 -35.19   2    1.277
      2201    439.4720    372.9200     4136.531     105.9118        64 -76.30   2    1.694
      2202    475.3278    371.1779     1484.969     100.8569        52  71.95   2    3.197
      2203    730.0545    368.9842     1896.816     101.7807        45  42.75   2    1.443
      2204    242.4590    395.1568     819.0491     99.07605        21  22.71   0    1.908
      2205    544.7686    382.6363     8508.616     115.8362        67 -37.73   2    1.602
      2206    673.0041    380.9980     5044.359     108.3359        62 -71.11   2    1.181
      2207    639.6006    361.7242     51193.99     180.8695       181  63.77   2    1.320
      2208    387.9541    395.4993     2120.412     100.7016        31  -7.66   2    1.526
      2209    441.3138    384.0977     2840.976     102.8351        67 -19.67   2    1.097
      2210    849.7470    375.3726     7694.175     113.9933       111  18.61   0    1.122
      2211    828.7598    377.4030     1250.644      100.593        48  83.59   2    2.297
      2212    307.0302    387.7023     1365.539     99.25246        43  43.42   2    1.619
      2213    859.5480    395.6444      1157.51     100.1163        21  -1.08   0    1.181
      2214    793.5412    398.0912     646.3071     98.13683        18  16.33   0    2.542
      2215    181.9980    401.0303     656.7196     99.24207         9  31.84   0    1.021
      2216    256.5256    396.4850     761.1642     98.13097        15  64.78   2    1.217
      2217    552.8392    388.1609     2054.649      101.871        34 -88.44   2    1.639
      2218    733.9595    394.4121     1899.225     102.3089        26 -40.83   2    1.401
      2219    214.4202    365.1148     52922.85     182.7372       242  18.91   2    1.042
      2220     79.4049    396.8948     907.5793     99.27893        15  71.62   0    1.223
      2221    449.6721    373.2548     5995.247     110.0706        94 -31.13   2    1.658
      2222    227.9095    385.8610     12204.19     122.0017        73  36.25   2    1.079
      2223    300.2164    397.8665     2221.686      102.243        30   7.62   0    1.280
      2224    944.1932    403.0557     676.7234     99.01881         9   0.93   0    1.223
      2225    863.7321    400.2674     1240.477     99.77108        19 -12.88   2    1.330
      2226    396.5081    391.0155     3158.087     103.7909        38 -70.68   2    1.095
      2227    348.9897    399.5160     2538.581      102.945        27 -29.18   2    2.131
      2228    630.3735    386.1163     6207.543      110.508        61 -19.64   2    1.628
      2229    721.9500    386.4873     991.2414     98.93243        85  26.14   2    6.125
      2230    957.7834    396.5408     835.2767     99.11327        19 -79.84   2    1.597
      2231    262.4444    391.2496     3813.997     105.9753        47  52.16   2    1.145
      2232    919.7891    389.4475     1904.099     102.0587        56 -10.29   2    1.453
      2233    643.4302    378.5802     85772.72     220.3136       113 -80.13   2    1.404
      2234    584.9625    377.7979     33339.52     157.1776        93  41.31   2    1.964
      2235    526.9531    342.5796     219568.6     330.6877       367  52.20   2    1.324
      2236    464.8333    394.8323     2927.633     104.3131        31  52.89   2    1.282
      2237    608.4926    402.5240     2922.298     103.2733        13  40.94   2    1.144
      2238    658.6607    388.6673     3931.751     105.9761        54  48.31   2    1.814
      2239    240.0870    347.5115      26241.9     146.0087       188  56.08   2    1.146
      2240    822.5854    399.9461     497.0427     98.60554        16 -29.82   0    3.001
      2241    142.4174    382.4450     2064.079     102.4143        98  -6.44   2    1.461
      2242    970.8253    391.1762     1005.013     100.0365        34 -78.33   2    1.765
      2243    268.6558    402.2968     934.2089     98.53094        14  48.60   0    1.104
      2244    790.9351    390.6032     1383.352     100.6276        45  37.52   2    2.117
      2245    711.9648    388.0273     21246.62      138.593        66  43.35   2    1.172
      2246    697.4059    396.7880     3070.915     104.1136        25 -71.40   2    1.544
      2247    598.7215    388.7372     10816.77     119.6124        52  49.30   2    1.151
      2248    682.3420    367.4059     44306.24      172.152       173 -34.06   2    1.259
      2249    468.5098    403.0244      14779.9     126.4984        17  65.70   2    1.227
      2250    561.8974    378.4601     18401.97     133.0473       101 -46.76   2    1.277
      2251     39.2424    402.0026     611.4307      99.1383        22 -30.05   0    1.910
      2252    583.3004    402.2036     1070.284      99.6507        13 -58.40   0    2.174
      2253    211.6315    393.3527      3079.04     104.6424        46 -76.36   2    1.333
      2254    973.0913    384.0493     7966.396     113.8339       124   5.12   2    1.881
      2255    411.9409    400.1693     1340.534     99.99874        22  56.88   2    1.863
      2256    936.6686    392.6021     4021.125     106.4185        44  33.26   2    1.299
      2257    131.8137    403.0757     476.4646      98.5581        10 -50.58   0    2.416
      2258    153.8909    405.3556     543.2592     97.89789         9  68.17   0    1.339
      2259    225.4610    400.3203     905.2642     98.73471        17 -60.17   2    1.384
      2260    193.6634    400.6418     1056.587     99.61945        32  -5.63   2    1.106
      2261    532.5405    373.0015     242784.7     346.1991       170 -25.47   2    1.188
      2262    749.3868    401.2076      1676.35     101.0235        20  80.44   2    1.400
      2263    400.6399    374.8046      34990.7     159.5473       127   6.33   2    1.122
      2264    365.6973    358.0150     98620.84     232.8477       343  24.81   2    1.255
      2265    715.8458    401.1806     1035.042     100.1047        16 -77.44   2    1.932
      2266    818.4374    365.6403     35268.98     159.6093       195 -55.28   2    1.514
      2267    826.4897    387.9896     1192.264     99.66119        72  35.90   2    1.630
      2268    146.8900    408.8867     571.5963     98.23559         8 -44.62   0    1.255
      2269    809.7388    400.9204     1497.778     100.0893        38   8.58   2    2.492
      2270    529.9954    380.7794     90921.95     225.3263       124  68.10   2    1.096
      2271    521.6801    393.3934     15844.03     129.2244        62 -40.91   2    1.272
      2272    378.9684    405.2852     841.9973      98.8592        12  71.61   2    1.426
      2273    631.1906    405.7820     1780.836     101.2583        16  43.99   2    1.773
      2274    353.2252    382.9195     1834.917     101.3796        64  55.94   2    1.812
      2275    660.5446    394.7570     2458.298     103.0269        54 -28.05   2    1.347
      2276    220.8184    405.0847     1077.965      99.4002        21 -40.56   2    1.187
      2277    250.1497    405.1501     824.6191     99.62583        14  51.42   0    1.611
      2278    588.1702    407.3821     1413.474     100.9602         9 -75.35   0    1.208
      2279   1008.8448    407.8581     601.9244     98.57673        11 -43.31   0    1.027
      2280    819.2490    407.6003     802.3785      99.0378        13 -21.50   2    1.433
      2281    545.4205    372.6507     128711.3     260.8748       206 -29.42   2    1.110
      2282    671.6870    392.4745     4678.947     106.8199        34 -83.46   2    1.306
      2283    684.9760    378.6148     6130.304     110.8315        60 -73.51   2    1.408
      2284    722.3385    408.6856     1760.707     100.6846         9  47.99   2    1.297
      2285    439.4733    402.5171     1805.072     100.5196        24 -86.72   2    1.761
      2286     92.5264    378.5790     63339.82     195.6731       243  21.12   2    1.160
      2287    217.3193    390.3411     1135.647      99.2636        43 -80.22   2    2.149
      2288    201.1409    398.2468     1688.892     101.0517        33  58.95   0    1.521
      2289    703.7029    391.0301      2604.93      102.051        76 -34.01   2    1.486
      2290    627.8013    401.8787     1986.261     101.7183        24 -53.85   2    1.473
      2291    886.7029    361.5811     119057.3     251.7949       326  84.96   2    1.033
      2292    650.8245    377.1620     69495.57     202.9599       182 -84.75   2    1.259
      2293    618.9815    407.9741     2741.675     103.9071        23  28.89   2    1.230
      2294    425.2436    402.7355     1736.045     101.1577        37 -35.49   2    1.775
      2295    316.2378    394.1056     2731.032     102.3315        52  48.73   2    1.597
