NUMBER X_IMAGE Y_IMAGE FLUX_APER FLUXERR_APER ISOAREA_IMAGE THETA_IMAGE FLAGS ELONGATION                                     
       918    650.2411    196.2711     370.9761     46.71975        18  -0.21   2    1.400
       919    833.6736    195.8706     442.9968     46.94777        18  71.93   0    1.143
       920    287.2451    198.6672     354.2957     46.63854        17   2.32   2    1.175
       921    474.8059    189.6169     689.6938     48.24528        43  44.90   0    1.476
       922    356.9518    191.9160     974.9941     49.34096        37 -20.79   0    1.108
       923    545.6887    199.4354     439.0752     46.80738        21   2.31   2    1.716
       924    692.3341    199.6696     289.5921     46.19917         7  80.39   2    2.044
       925    416.6288    165.8498     3945.293     61.88847       110  59.23   2    1.023
       926    230.3248    198.0419     304.4833     46.39516        16 -57.55   0    1.229
       927    259.7870    197.7323     350.0247     46.61772        18  44.61   2    1.176
       928    343.4145    197.7311     392.3409     46.82357        22 -23.69   2    1.175
       929    957.9507    191.8795     724.4557     48.17312        37  80.13   0    1.367
       930    411.1943    194.0829     576.6927     47.82909        31 -42.05   0    1.647
       931    216.9350    196.5480     445.2373     47.07962        20 -53.96   0    1.238
       932    811.0305    196.2474     744.0756     48.73484        25  29.09   0    1.043
       933    263.8226    201.1916     332.2745     46.65322        13  -0.55   2    1.052
       934    632.0208    198.0033     269.6394     46.22416        12 -61.44   2    1.201
       935    757.4655    186.9853     535.6676     47.51416        59 -31.70   2    1.355
       936    714.7524    199.3340     327.7172     46.50884        20 -12.51   2    2.038
       937    367.6051    188.1461     345.9418     46.71975        32 -67.71   0    2.658
       938    401.9938    197.0214     696.6306     48.27795        22 -71.63   2    1.118
       939    320.7989    200.0069     396.6962      46.8447        20  17.45   2    1.175
       940    385.8199    199.8056     443.6844     47.07212        19 -17.99   2    1.106
       941    559.2252    202.5857     610.2224     47.98815        17   6.74   2    1.271
       942    697.0765    192.3797     712.6479     48.47081        62  21.18   2    1.584
       943    996.8505    194.8740     470.3586     47.08004        30  66.83   2    1.499
       944    134.6393    198.2265     380.3076     47.00782        28 -26.59   0    1.335
       945    932.6741    201.3230     370.4697     46.47307        13  47.52   2    1.435
       946    937.1365    200.8668     468.2163     47.06969        26  18.01   2    1.403
       947    549.1495    138.5708     29315.93     123.8988       360  83.60   2    1.131
       948    432.0166    164.2413       1829.3     53.55715       101  79.27   2    1.911
       949    182.3759    196.9820     794.0642      48.9674        29  31.96   0    1.065
       950    904.6480    202.0286     499.8533     47.58229        21  17.30   0    1.033
       951    340.3037    202.0382      241.134     45.58727        12  74.93   2    1.165
       952    470.6524    204.6345     287.8775     46.31374         9  45.77   0    1.144
       953    844.2033    198.7924     258.8601     46.17113        19 -46.23   2    1.726
       954    750.2595    197.8237       604.85     47.84393        37   0.13   2    1.490
       955    332.5369    170.9481     1385.864     51.42031       104  70.29   2    1.491
       956    204.4891    200.5136      596.452     47.68485        24  71.69   0    1.028
       957     77.4946    205.5085     273.5111     46.11999        13 -53.28   2    1.076
       958    786.2527    194.0183     1431.144     51.73015        48  32.05   2    1.135
       959    732.2355    189.4621     1043.064     49.88216        49 -78.85   2    1.604
       960    781.3389    205.6844     455.1866     46.88554        16  34.28   2    1.655
       961    152.0026    200.9849     417.7852     46.94691        21  79.93   2    1.198
       962    618.1625    192.9690     198.1027     45.99495        31 -20.89   2    3.170
       963    920.8450    201.5800     547.0684     47.80727        21  66.48   0    1.147
       964    175.3808    203.7379     310.6672     46.42545        20  22.49   0    1.407
       965    427.3567    204.0294     424.6232     47.22159        32   8.16   0    1.538
       966    858.3282    203.6748     418.8363     46.83066        13  78.31   2    1.321
       967    466.3328    170.1346      20770.6     106.9762       209  71.35   2    1.373
       968    854.9929    202.5010     512.6967     47.40415        22 -57.67   2    1.077
       969    458.3914    204.7759     644.5156     48.15029        20 -61.85   2    1.155
       970    530.2628    207.8119     399.2234     46.85696        13  32.97   0    1.215
       971    967.7891    207.7113     343.9246     46.34307        12  25.72   0    1.223
       972    944.3062    199.7226     442.1208     46.94352        42 -27.65   2    1.243
       973    441.3321    203.8121     379.6703     46.76202        20 -65.27   0    1.572
       974    890.5580    201.6289     477.0799     47.47338        29 -42.82   2    1.613
       975    973.3325    202.3288     493.1089     47.18973        29 -89.18   0    1.163
       976    407.9191    172.8758     9056.244     78.07974       186  77.09   2    1.155
       977    820.9908    197.8451     338.1404      46.8035        21 -66.43   0    2.272
       978    862.1478    199.0579     403.9297     47.12189        28 -32.76   2    1.359
       979    135.0648    206.6974     425.2708     46.74031        18  41.84   0    1.249
       980     39.0106    204.5657     591.0938     48.01611        39 -15.20   2    1.328
       981    552.4928    190.8636     1319.669     50.90384        53  69.07   2    1.276
       982    701.4367    198.8552     1235.786     50.86462        51 -69.98   2    1.070
       983    996.2451    205.0198     543.3629     47.78965        21  75.96   2    1.176
       984    133.6157    190.6716     737.2498     48.58603        40  64.61   2    1.902
       985    326.1773    203.1369     816.5096     48.95538        44 -18.51   2    1.647
       986    834.7982    205.4031     831.5063     48.90876        26  44.57   2    1.043
       987    563.1263    199.8332     804.9298     48.78511        40  60.37   2    1.188
       988   1007.3192    174.5244     9552.081     79.50992       179  67.96   2    1.041
       989    469.7163    195.2064     591.9535     47.90155        43 -48.65   2    1.128
       990    735.7050    206.6317     355.0367     46.15163        25  35.12   2    1.459
       991    759.5054    209.4772     476.9836       47.112        18 -24.46   2    1.499
       992     42.2415    210.4561     346.9737     46.72477        16  62.46   2    1.231
       993    190.1424    209.8163     411.5851     47.03799        19  46.73   0    1.143
       994    536.8653    202.8105     1411.677     51.53427        49   7.54   2    1.146
       995    704.3250    209.6648     507.6542     47.25973        13  42.24   2    1.285
       996    784.7568    185.8799        11300     84.49317       175  30.69   2    1.286
       997    294.1232    198.4034     1591.409     52.32091        59 -42.88   2    1.041
       998    351.0667    201.2290     575.8901     47.70616        50  61.78   2    1.575
       999    839.1027    203.1391     996.8118     49.44136        38 -12.02   2    1.128
      1000    172.0987    210.9300     603.4742     47.23897        27  -7.71   0    1.106
      1001    488.0751    213.4932     275.9202     46.00837        11 -22.11   0    1.110
      1002    580.9647    205.8014     950.6627     49.68891        32 -63.92   2    1.095
      1003    715.7046    216.0470     205.5607      45.5347         6 -85.77   0    1.089
      1004    631.8188    210.9719     455.0698      47.3679        21   8.55   2    1.111
      1005    653.4524    206.0311     614.0898      47.8878        29 -14.18   2    1.042
      1006    871.6705    213.3314       624.74     47.81948        13  44.92   2    1.575
      1007    510.9535    188.6503     4320.211     63.16028       175  41.35   2    1.576
      1008    504.1891    197.3469      1052.37     50.03837        85 -24.21   2    1.412
      1009     79.6465    209.9151      358.691     46.41544        28  21.31   2    1.306
      1010    313.8259    207.7053     569.9661     47.19818        41 -17.81   2    1.992
      1011    311.4112    211.7714     546.4548     47.68519        22 -35.28   2    1.141
      1012    256.3510    212.2638     526.0752     47.46825        23 -16.75   2    1.165
      1013    514.0669    214.6732     239.5868     45.95251         8 -22.62   0    1.681
      1014   1016.9932    214.8065     257.2034     46.16298         8 -87.95   0    1.205
      1015    630.3249    204.4582     728.2886     48.30912        35  68.59   2    1.170
      1016    795.2770    206.3267     665.9596     47.89635        32  35.00   2    1.239
      1017    463.7254    148.5684     46558.95     152.2408       460 -29.71   2    1.024
      1018    461.9243    200.7184     704.2361     47.95914        54 -49.40   2    1.211
      1019    495.5157    205.8413     849.6207     48.76005        49  33.40   0    1.549
      1020    424.5770    213.3004      501.558     46.86762        23 -23.26   0    1.219
      1021    582.9588    200.3077     1181.631     50.17048        70  48.54   2    1.538
      1022    766.7785    213.1694     180.3567     46.03095         7  36.77   0    2.272
      1023    854.3885    212.7401     587.9868     47.88272        24  29.50   0    1.314
      1024    616.9879    213.8307     753.7168     48.77978        24 -29.27   2    1.797
      1025    993.3205    209.1050     693.0434     48.14302        39 -16.05   2    1.125
      1026   1002.1442    192.0840     294.0446     46.09781        37  89.95   2    1.150
      1027    379.5941    205.3521     786.2502      48.8147        74 -24.39   2    1.528
      1028     19.7789    201.1468     667.4536     48.25844        56 -40.14   2    1.704
      1029    621.1705    217.8256     370.9549     46.96258        14   4.99   2    1.316
      1030    246.6083    220.2228     149.3391     45.75336         3 -71.83   0    1.638
      1031    992.3454    199.0104     792.7348     48.84489        65  30.62   2    1.399
      1032    573.5151    200.3040     4137.521     62.22574       106   1.03   2    1.180
      1033    737.4936    221.0159     313.0824     46.19157         9 -16.12   2    1.324
      1034    450.1870    218.3906     314.2198     46.44283        11  44.29   2    1.460
      1035    386.1957    181.9574     10007.32     81.15202       177 -35.75   2    1.206
      1036    855.8398    219.8862     325.6987     46.25361        10 -45.69   0    1.025
      1037    445.3810    216.8508     444.2289     47.31585        19  38.55   2    1.334
      1038    684.1143    200.9665     626.7006      47.8288        94 -25.98   2    2.949
      1039    356.3260    219.6740     386.3115     46.67255        10  42.73   2    1.664
      1040    433.7216    215.5794     354.3321     46.76055        26 -25.79   2    2.183
      1041    244.0438    202.9659     1845.314     53.51886        87  51.32   0    1.238
      1042     73.8725    196.8277     704.5626     48.31527        71  65.81   2    1.372
      1043    280.0649    215.5544     273.0933     46.24114        19 -48.31   0    1.881
      1044    635.8414    216.4138     284.2263     46.66306        11  26.42   0    1.385
      1045    614.3344    217.3314     600.1094     47.70228        16 -26.50   2    1.135
      1046    975.4710    217.4975     326.0125     46.00848        18  11.99   2    1.034
      1047    262.4118    211.6972     653.0386     48.07229        40  56.59   2    1.365
      1048    225.7803    216.2624     620.5142     47.91828        27  66.25   0    1.088
      1049    697.5699    218.9734     423.6304     47.21681        18  58.15   0    1.405
      1050    766.4783    198.4849     16876.82     98.24078        83 -73.13   2    1.178
      1051    720.9821    203.5156     736.8918     48.34958        31  59.26   2    1.646
      1052    742.9848    216.5467     314.3743     46.56593        16 -57.46   2    1.658
      1053    606.9666    221.3844     384.7241     47.14999        17  -6.45   0    1.527
      1054    954.5062    221.4568     238.6971     45.69979        11  46.28   0    1.016
      1055    670.8387    206.5999      743.017      48.7299        53  41.15   2    1.693
      1056    980.3107    216.9828     903.7203     49.01156        30 -53.70   2    1.123
      1057    904.5129    221.5092     767.8618     48.49493        19 -10.61   2    1.256
      1058    119.8043    202.4514      481.101     47.37268        87   0.75   2    1.190
      1059    883.1369    205.0846     2898.277     57.52173        87 -40.03   2    1.025
      1060    335.4312    212.3726     455.9892     47.37231        32  75.96   0    1.482
      1061    454.4216    217.6047     403.9819     46.88004        23 -27.57   2    1.282
      1062    780.4860    222.4977     303.7379     46.02211        13 -17.73   2    1.463
      1063    212.9925    214.3449     313.6397     46.56235        26  31.81   2    2.082
      1064    861.1805    214.5113     599.3353     47.57916        29  62.51   2    1.119
      1065    395.9338    191.4568     7449.182     73.48538       162  21.76   2    1.038
      1066    766.7584    191.9949     16118.95     96.76603       143 -58.37   2    1.148
      1067    595.0484    221.0738      391.267     46.69667        11 -78.40   0    1.225
      1068    779.7142    218.2047     445.1139     47.19972        22 -80.97   2    1.523
      1069    828.0084    225.9995     255.4064     46.15413         9  46.38   0    1.030
      1070    551.8500    221.1451     509.4217     47.50836        21 -36.03   2    1.064
      1071    548.9852    223.7611     469.3405     47.55611        17  11.36   2    1.503
      1072    602.7607    214.8481     258.1984     46.16787        19  63.50   0    2.065
      1073    830.4434    219.5489     776.2665      48.7682        35 -16.25   0    1.315
      1074    454.1416    222.1493       388.26     46.92516        19   9.01   2    1.079
      1075    672.6118    197.9643     1377.917     51.71627        99  34.26   2    1.551
      1076     37.4723    222.4965     799.4543     48.40827        19 -69.94   2    1.157
      1077    588.4614    211.7673     467.0644     47.18487        41  29.47   2    2.124
      1078    624.4241    212.9143     1166.879     50.21704        80   6.05   2    1.776
      1079    727.1945    222.4618     480.4743     47.36967        18  21.27   0    1.221
      1080    271.5013    220.5218     311.0982     46.05844        17 -73.40   2    1.702
      1081    307.3726    195.4150     8565.206     77.00742       161 -64.66   2    1.107
      1082    730.5098    208.9811     260.5482     45.80833        20 -21.62   2    1.836
      1083    118.8208    223.8758     520.8878     47.56318        37  -9.19   0    1.794
      1084    268.0986    224.1526     347.0499     46.11229        16 -45.60   2    1.589
      1085    924.4017    223.9956     247.1911     46.11366        13 -28.58   0    2.009
      1086    216.3428    221.3589     727.4745     48.42292        29  28.10   2    1.201
      1087    977.9689    226.4870     194.7223     45.73008         7 -44.12   2    1.442
      1088    426.4893    228.4912     407.9517      46.7778        11  20.26   2    1.241
      1089     73.3189    184.1402     15671.54     95.47136       236 -60.23   2    1.059
      1090    477.2837    212.2035     1111.981      50.3084        58  49.46   2    1.556
      1091    137.4543    222.3942     407.7579      47.0195        20  79.06   0    1.158
      1092    403.3199    212.0139     2290.023     55.27232        68  27.24   2    1.033
      1093    661.9138    197.7785     2628.442     56.44553       114 -86.87   2    1.322
      1094    427.6919    219.9912     631.4418     47.97008        30 -54.87   2    1.274
      1095    868.0480    209.1160     1453.683      51.4987        86  -2.83   2    1.330
      1096    523.1855    221.5513     268.8448     46.46579        17  49.10   2    1.744
      1097    928.4674    215.8488     246.7219     46.11134        12 -82.53   0    2.004
      1098    788.9243    210.0745     779.9055      48.3164        91  12.07   2    2.591
      1099    411.9036    223.6177     472.1484      46.8464        19  70.45   2    1.257
      1100    904.5312    215.3088     444.4395     46.95475        43  67.24   2    1.414
      1101    753.7059    208.7254     1292.527     50.78251        68 -19.13   2    2.266
      1102    736.6447    214.6306     1340.431     51.44078        53  68.83   2    1.127
      1103    662.7224    224.2176     727.1078     48.53857        33  -6.79   2    1.632
      1104    576.3237    221.7240     600.6849     47.46589        35  12.50   2    1.436
      1105    624.2735    204.6727     809.3607     48.68903        72  87.17   2    1.974
      1106    478.0743    221.1099     865.8853      48.8358        52 -43.23   2    1.416
      1107    161.3143    225.4467     369.6857     46.46924        31  -7.20   2    1.871
      1108    306.7306    220.6722     1201.354     50.48565        46 -24.89   2    1.213
      1109    802.1288    227.8488     386.5648     46.79552        17 -49.39   2    1.052
      1110    552.1520    204.3495      1548.81     52.24455       113 -17.55   2    1.353
      1111    726.0518    200.5813      1202.26      50.7146        68 -65.48   2    1.545
      1112    442.7832    226.5295     256.6108     46.28315         9 -79.10   0    1.526
      1113    942.5358    228.9356     479.2307     47.12284        26  -2.37   0    1.231
      1114    384.9149    215.2895     1079.817     49.93552        86  22.01   2    1.908
      1115    283.5073    227.9673     259.2039     45.67727        10 -85.99   2    1.281
      1116    194.2778    221.8413      582.206     47.73624        25   8.86   0    1.116
      1117    404.7041    223.5673     430.1766     46.52019        21 -56.84   2    2.244
      1118    634.7098    224.6407     370.2176     46.47184        14 -87.32   0    1.437
      1119    553.3235    230.3116     205.5461      45.6594        10 -83.24   2    1.157
      1120   1008.5689    227.2740     555.4952      47.6089        29 -25.67   2    1.047
      1121    873.3640    220.3231     1484.324     51.85366        56  76.49   2    1.197
      1122    578.4177    227.7478     504.8443     47.48645        20 -86.60   2    1.371
      1123    583.6606    219.7445     813.4888     48.94136        61  26.04   2    1.499
      1124    203.7682    228.4275      181.663      46.0374        11  34.96   0    2.220
      1125    793.8792    228.0170      305.909      46.5246        15 -86.15   0    1.251
      1126    283.0340    233.6958     298.5333     45.87254        12 -68.92   2    1.178
      1127    614.9895    233.4889     265.8065     45.95838        15  -7.60   2    2.631
      1128    710.6630    233.3165     504.3162     47.12309         9  70.08   2    1.209
      1129    590.3622    227.0018     657.6414     48.33007        45  15.26   2    2.071
      1130    598.0279    194.1137      3077.24     58.22454       221 -26.58   2    1.481
      1131      8.0005    226.6535     440.4854     47.05667        33 -43.19   0    1.426
      1132    802.9953    232.4923     459.1378     47.14667        18  70.55   2    1.156
      1133     98.8157    234.5916     260.1008     46.17724        15  21.67   2    1.458
      1134    894.9736    218.4371     241.1566     46.45281        31 -40.74   2    1.594
      1135    568.1232    217.6842      2705.32     56.65389       113 -13.09   2    1.991
      1136    743.5815    188.1367     17574.35     100.0123       293 -37.34   2    1.084
      1137    540.3503    220.4068     707.3041     48.44575        44 -88.27   0    1.786
      1138    161.9723    218.5442     757.0009     48.56131        64  78.30   2    1.508
      1139    171.3265    228.0896     813.6125     48.59193        46  -2.91   0    1.138
      1140    982.5005    221.2949     895.1568     48.85552        48 -16.23   2    1.067
      1141   1018.0334    232.9583     611.9292     48.11463        21  54.57   0    1.007
      1142    397.0058    235.2975      249.825     46.12664        10 -27.09   2    1.106
      1143    422.9912    230.4983     555.9603     47.61112        18 -24.90   2    1.019
      1144    707.0363    221.1006     589.3446      47.2914        29 -77.30   2    1.735
      1145    389.5126    235.5178      411.574      46.7954        13 -33.38   2    1.695
      1146    315.2611    164.6569      45880.2     151.2618       499 -88.52   2    1.081
      1147     89.2223    231.5422     480.5937     47.24999        31  20.99   2    1.318
      1148    287.5836    231.0925     595.2537     47.55966        30 -16.42   2    1.187
      1149    792.4319    236.4290     290.4408      46.5713        12 -44.38   0    1.117
      1150    877.1727    224.0243     1476.957     52.04048        43  84.34   2    1.204
      1151    856.9612    231.2498     1058.527     49.95256        41 -14.01   2    1.403
      1152    629.6797    233.3365     1066.355     49.87421        16  48.36   2    2.177
      1153   1005.5242    232.5285     621.3239     47.68407        32  34.74   2    1.006
      1154    432.0302    234.9976      133.117     45.79712        10 -26.92   2    1.037
      1155    877.7363    237.4462     300.2762     46.37455        18 -17.58   0    2.034
      1156    943.8693    237.4447     169.8268     45.73077         4  38.03   0    1.759
      1157    910.1674    225.9950     1594.444     52.55107        49  53.35   2    1.138
      1158    105.1228    218.4694     2923.651      57.6219        91 -26.01   0    1.189
      1159    795.7985    216.6746     4162.574     62.49951       129 -20.86   2    1.167
      1160     85.5008    225.7745     771.9639     48.16104        51 -53.25   2    1.480
      1161    501.7713    231.5198     697.1455     48.28037        32  36.77   0    1.358
      1162    427.2691    234.2447     428.3181     46.99787        21  71.75   2    1.830
      1163    676.9894    235.5453     572.2421     47.80794        24  17.04   2    1.175
      1164    100.3837    238.2132     285.9693     46.30438        14  45.24   2    1.020
      1165    532.0187    231.4809     1530.992      52.0578        37 -11.17   2    1.126
      1166    756.9457    222.8384     1793.891     53.30003        56 -63.25   2    1.076
      1167     10.2396    212.4400     10810.55      83.2346       148 -49.95   2    1.129
      1168    273.8904    242.1042     339.0883     46.44202        12  10.50   2    1.502
      1169    752.0393    237.2801     355.9463     46.64658        21 -25.45   0    1.744
      1170    717.0320    231.1101     702.2304     47.94964        34 -38.50   2    1.600
      1171    942.1252    210.9507     9628.683     79.87118       224   3.17   2    1.143
      1172    157.7082    207.2858     9769.045     80.26958       146 -85.73   2    1.060
      1173    372.0794    228.6355     736.4988     48.46526        59  21.05   2    1.431
      1174    692.9692    233.4442     688.9217     48.47694        23 -51.39   0    1.182
      1175    421.7973    223.4197     568.7692     47.67223        66  38.07   2    1.232
      1176    926.2034    235.2899     325.6382     46.49868        16 -53.81   0    1.244
      1177     88.8403    238.0640     426.4415     46.98879        20  62.98   0    1.076
      1178    528.7879    225.9222      999.701      49.6842        67  -0.32   2    1.330
      1179    781.3181    240.5584     701.9315     48.06673        20  10.73   2    1.423
      1180    383.2187    222.3842     727.7074     48.54137        55 -62.18   2    2.707
      1181    676.9114    229.3164     1054.333      49.8194        51  45.60   2    1.312
      1182    189.0338    236.7818     640.6036     48.36766        25 -85.69   2    1.127
      1183    862.4625    241.7379     409.2549     46.78414        14 -31.24   0    1.039
      1184    848.4420    230.7897     821.3857      49.2098        40 -74.86   2    1.206
      1185    136.5110    239.0037     473.8707     47.21764        17 -72.07   2    1.162
      1186    470.5149    217.7854     4708.652     64.36635       100 -85.09   2    1.092
      1187    739.9746    234.8981     631.0312     47.49132        29 -32.65   0    1.532
      1188    864.3944    226.3454     881.3639     49.25554        74 -11.94   2    1.746
      1189    612.3321    245.1180     212.3308     45.69316         5 -23.20   0    1.288
      1190    523.3336    229.7168     622.1852     47.68818        65  32.22   2    1.680
      1191    136.6855    242.6703     451.2396     46.86641        10 -45.46   2    1.704
      1192    223.6404    226.7045     1978.144     53.55137        86  53.79   2    1.377
      1193    691.6666    241.1609     224.2377     46.00039         9 -41.76   0    1.604
      1194    869.4601    243.4764     190.3087     45.70814         6  87.61   0    1.019
      1195    585.0748    238.8028     538.9286     47.52975        23 -45.08   2    1.249
      1196    787.1730    241.1584      240.973     46.32927        15  18.52   2    1.153
      1197    322.8502    237.8408     304.2872     46.51668        16 -83.86   2    2.296
      1198    654.6650    243.6682     7335.623     73.05549        16 -28.65   2    1.419
      1199    547.4244    231.0943     340.8816     46.20518        33 -52.67   2    3.255
      1200    148.4799    241.8826     378.6132      46.3904        17  71.59   0    1.216
      1201    971.1292    247.1347     167.2472     45.59333         4 -45.19   0    1.242
      1202    709.6486    228.5131     1006.743     49.48698        51  61.84   2    1.188
      1203    106.7902    239.6876      462.703     47.04306        31  33.97   2    1.419
      1204    804.6727    241.7249     611.8095     47.63871        26  20.00   2    1.235
      1205    411.0323    209.1598     1048.993     50.13664        91 -86.94   2    2.427
      1206    696.6279    207.6595     6766.977     71.34429       138  60.27   2    1.208
      1207    300.4015    223.6725     5308.461     66.53606       111  30.08   2    1.057
      1208    171.3276    248.3438     298.4168     46.24256        10 -28.09   2    1.446
      1209    205.9595    246.2861     186.4559     45.56429         7   0.93   0    1.427
      1210    929.1030    246.6291     313.1609     45.94495        15  39.20   2    1.149
      1211    345.1662    236.3884     928.7338     49.70311        38  67.80   2    1.053
      1212    349.4049    221.3662     2110.096     54.73575       143  42.02   2    1.431
      1213    286.9082    242.8587     527.2531     47.23359        22 -89.85   0    1.079
      1214    887.7744    245.0194     476.1993     47.46917        22 -66.19   0    1.013
      1215    603.2243    235.8685     808.1028     48.79989        48  10.25   2    1.397
      1216    955.7962    249.9977     280.2736     46.27642        10  -0.45   0    1.199
      1217    397.3028    227.6439     1020.541     49.32013        91  45.21   2    1.472
      1218    180.4371    235.9034     1585.373     51.85766        80  -6.76   2    1.467
      1219    520.1746    240.8410     303.4705     46.63485        10  36.30   0    1.042
      1220    607.3148    230.6301     894.4812     49.08475        79 -24.72   2    1.998
      1221     20.0013    251.3161     176.5932     46.01236         1  -0.88   0    1.095
      1222    378.4082    237.8141     824.9263     48.87818        58 -22.07   2    1.618
      1223    635.9843    234.8835     1504.574     51.94234        77  -1.97   2    1.181
      1224    753.8555    249.3396     211.3819     46.06052         5  69.50   0    1.297
      1225    979.3098    252.0823     222.9193     45.87001         8  13.29   0    1.373
      1226    886.3070    235.7249     516.9053     47.18377        46  89.26   0    1.866
      1227    314.9332    241.6544     468.6994     47.19274        22  82.56   0    1.852
      1228    293.9229    250.6720     177.0164     45.51718         5  57.33   2    1.221
      1229    391.3931    240.3745     924.2001      49.4528        44  52.33   2    1.148
      1230    408.9156    246.0999     322.8624     46.11646        18  69.20   2    1.428
      1231    976.0739    239.5354     747.9556     48.40155        46  59.74   0    1.531
      1232    273.1815    248.9774     251.3513     46.38015        15  19.99   2    1.755
      1233    933.7158    249.2914     271.7394     46.11126        14  38.25   2    1.377
      1234    288.7711    248.9018     343.5103     46.09484        21  -0.27   2    1.371
      1235    892.3329    254.0628      160.867     45.56152         4 -23.02   0    1.341
      1236    403.3260    251.3327     317.4183     46.33585        12 -37.89   2    1.297
      1237    776.3490    194.2161     30311.12     125.7111       262 -89.30   2    1.168
      1238    703.2739    237.6997     688.6847     47.88539        52 -64.85   0    2.048
      1239    220.3206    239.5294     1399.699     51.25991        55  38.85   2    1.084
      1240    596.3484    247.1905     443.8914     47.19383        24 -53.34   2    1.213
      1241    831.5778    236.9052     628.9433       47.601        48 -57.54   0    2.159
      1242    529.3718    236.3161     2641.601      56.5991        63 -20.55   2    1.157
      1243    227.1478    243.1608      380.439     46.88726        34  42.80   2    2.358
      1244    582.1711    249.1497     731.0772     48.55715        27   7.90   2    1.462
      1245    739.9967    244.4839      1203.35     50.71949        34  51.43   2    1.150
      1246    359.6486    236.4669     1226.675     50.71183        80  13.57   2    1.346
      1247    357.8127    246.0778     656.1984     48.08723        35  21.30   2    1.198
      1248    303.6389    249.4420     1042.273     49.87855        36   9.46   2    1.163
      1249    554.8029    240.0540     362.4581     46.80003        38 -89.32   2    1.881
      1250    559.9049    252.1642      267.728     45.71966        10  58.45   2    1.962
      1251    233.5246    254.4960     319.2943     46.09887        14 -24.17   2    1.413
      1252    821.5146    247.8685      309.416     46.17353        27  59.12   2    1.453
      1253    651.5656    234.9052     3264.414     58.75727        87 -68.44   2    1.125
      1254    323.4979    244.9638     1215.417     50.21011        48  51.13   2    1.140
      1255    883.4549    218.3294      4761.14     64.55141       159 -14.86   2    1.101
      1256    427.8045    245.1026     422.9434     46.97187        33  24.38   0    1.904
      1257    228.0256    248.9835     357.8273     46.89901        25 -36.20   2    2.308
      1258      3.0739    239.4205    -614.9617     45.00543        14 -78.51   8    1.985
      1259    260.0622    239.4118     1478.501     51.82813        64  52.81   0    1.110
      1260    549.8694    246.3922     445.8293     47.08247        18  41.61   2    1.324
      1261    605.0601    244.7225     314.5746     46.19891        20  55.72   2    2.744
      1262    324.4829    251.5069     244.8989     45.97878        16  32.80   2    1.110
      1263    698.9321    251.7504     266.3638     46.20805        11 -57.06   0    1.875
      1264    724.5385    245.2311     1150.894     50.37106        48  44.12   2    1.244
      1265    571.1316    231.7808     8546.396     76.87792       137  26.94   2    1.117
      1266    656.9818    240.0114     10172.24     81.47304        62 -33.36   2    1.167
      1267    664.0182    213.6879     10906.96     83.42925       194  77.64   2    1.177
      1268    896.2284    244.7351     245.0888     46.10329        20  24.44   0    1.395
      1269    762.6869    234.1305     2013.263     53.91169        95  14.46   2    1.043
      1270    288.8207    254.7430     286.6552     46.30775        13 -24.41   0    1.137
      1271    409.3320    234.1672     2749.254     57.12942        85 -77.42   2    1.383
      1272   1013.7656    258.4240     360.0774     46.90991        15  17.41   0    1.245
      1273    372.7582    255.9978     946.3917     49.66937        10 -88.82   2    1.884
      1274    279.0742    244.6657     277.9669     46.14194        22 -88.31   2    2.387
      1275    275.3878    257.2154     387.2712     46.79895        15 -78.45   0    1.204
      1276    572.2466    242.0447     2266.155     55.27711        70 -48.61   2    1.278
      1277    213.9961    250.6041     1186.169     50.52997        46 -78.50   0    1.130
      1278    446.6769    238.9730     12228.98     87.02147       100  84.57   2    1.029
      1279    916.7020    250.4910     1160.729     50.07571        48 -77.44   0    1.043
      1280    870.4673    258.2009     438.2679     47.28721        18  89.55   0    1.213
      1281    647.9400    251.3432     681.9796     48.44439        46  34.24   2    1.485
      1282    628.2780    238.3396     1653.425     52.37278        98  20.58   2    1.238
      1283    269.2357    244.2627     623.8734     47.93421        30  19.40   2    1.064
      1284    755.4532    256.5786     422.3403     47.08993        17 -77.71   0    1.395
      1285    780.3995    259.2969     371.6782     46.72317        18  24.77   0    1.340
      1286    210.6203    261.6694     262.2845       46.311        10  45.30   0    1.167
      1287    416.1823    248.7517     1027.295     50.03819        68  28.30   2    1.118
      1288    349.7711    243.3521     736.6102     48.70001        71 -31.96   2    1.880
      1289    817.2300    256.3985     792.0325     48.95797        21  26.00   2    1.219
      1290    945.2657    251.0872     495.0663     47.07846        31 -81.26   0    1.909
      1291    112.4946    254.5120     798.4607     48.63812        51 -22.12   2    1.619
      1292    581.5036    259.5009     399.7258     46.49371        13 -69.92   2    1.256
      1293    568.8640    249.9865     818.1598      48.8467        42  80.55   2    1.367
      1294    310.0081    254.7296     651.5451     48.06523        29  67.14   2    1.321
      1295    857.0131    263.2480     338.9238     46.80731        10 -87.20   0    1.192
      1296    884.9741    263.4907     211.6001     45.56483         7 -89.76   0    1.163
      1297    413.4789    260.4915     728.2761     48.30906        19  -1.26   2    1.122
      1298    166.5053    252.3867     959.6682     49.38566        57 -39.85   2    1.149
      1299    432.6350    262.2545     308.6557      46.4156        19 -18.05   0    1.551
      1300    724.6034    261.8579     308.1136     46.53537         9 -17.12   0    1.212
      1301    217.9560    267.0142     153.4834     45.89808         1 -27.16   2    1.300
