NUMBER X_IMAGE Y_IMAGE FLUX_APER FLUXERR_APER ISOAREA_IMAGE THETA_IMAGE FLAGS ELONGATION                                             
      1862    800.9950    361.7079     1304.938      215.225         8  -9.38   2    1.485
      1863    225.3217    359.6628     885.0856     214.0222         8  37.86   2    1.833
      1864    478.1742    353.1595     14431.05       234.39        31 -27.02   2    1.132
      1865    876.7754    360.6185     2442.054     218.0322        16  19.37   2    1.411
      1866    130.2542    344.4716     3833.913     218.2333        61 -50.11   2    1.516
      1867    779.4984    358.9613     1712.398     213.4121        21  19.66   2    1.184
      1868    395.6599    338.5665     3595.156     218.4846        90  61.75   2    1.538
      1869    724.5029    359.4831     1845.455     214.8049        17  -5.16   2    1.319
      1870    436.1606    283.9241      2671.74     217.1763        49  61.97   2    1.368
      1871    449.9143    256.3478     1310.833     214.0354        17 -21.53   2    1.298
      1872    515.0015    249.2830     1225.484      215.708        13 -76.87   2    1.004
      1873    469.0406    253.3004     1287.221     212.1912        76  54.59   2    3.577
      1874    501.9346    270.2246     8860.089     226.3684       193  18.75   2    1.842
      1875    637.1730    349.2438      1906.65      217.273        33  21.83   2    1.865
      1876    645.8458    309.9555     1762.503      216.475        28 -52.34   2    1.193
      1877    796.8990    334.6931     1501.432     213.7093        28  18.04   2    2.013
      1878    488.9849    349.4768     1507.445      216.111        33 -56.81   2    2.845
      1879     14.9434    345.2032     1972.189     216.7737        30 -86.36   2    1.266
      1880    117.6275    348.5755     4606.944     221.0756        63  43.10   0    1.421
      1881     72.0504    353.3452     2440.385     217.4393        40  38.92   2    1.254
      1882    250.5321    340.9774     2404.199      217.388        61 -60.99   2    1.869
      1883    611.9970    328.6587     1137.318     215.5818        21  84.95   2    3.727
      1884    832.1747    356.2885     3361.558     216.9724        35 -30.77   0    1.300
      1885    434.9691    313.2318     1030.037     216.0242         9   4.80   2    1.898
      1886    442.5658    312.4018     2773.206     218.5005        87  -5.41   2    2.303
      1887    322.6515    325.0680     1541.558     215.5641        23  67.71   2    1.091
      1888    948.1504    359.2177      1571.81     216.7968        18 -55.55   2    1.024
      1889    654.2883    363.9775     531.7683      212.909         1  -2.02   0    1.233
      1890    210.4829    356.4333     6718.023     222.2748        33   6.28   2    1.207
      1891    271.4315    332.6420     6433.085     223.6105       157  -7.92   2    1.105
      1892     20.9045    360.0606     1295.103     214.0127        13  65.86   0    1.056
      1893    201.1797    345.9160     935.9901     213.4942        20  77.39   2    2.447
      1894    868.6915    361.9677     617.8076     211.8232         0 -77.65   2    1.544
      1895    822.4240    341.7333     2906.348     218.0997        65 -34.13   2    1.739
      1896    847.7874    354.0766     1474.744     216.0643        37   1.60   2    1.942
      1897    867.6472    343.0947     1565.271     213.8014        43  38.65   2    1.759
      1898    321.2161    342.4200     4314.869      220.084       107  19.74   2    1.707
      1899    638.6577    322.5106     51968.28      277.635       206  73.37   2    1.195
      1900    589.7835    353.5085     4515.379     218.6076        40  46.46   2    1.171
      1901    682.3108    355.3182     2921.485      216.939        33  88.44   2    1.318
      1902    746.3890    346.9046     6774.686     222.9309        55  62.23   2    1.345
      1903    498.4427    350.6650     3728.661     218.6731        31  -6.38   2    1.262
      1904     14.7850    363.6783     936.3142     214.6958         5  70.96   0    1.130
      1905    709.8163    308.4513     294581.7     477.0891       450 -21.45   2    1.074
      1906    227.6220    347.2594     3146.779     217.8503        50  60.57   2    1.292
      1907    598.7457    351.1726     3192.262     217.9147        32  64.79   2    1.544
      1908    457.8630    330.0893      1732.26     214.6422        31 -29.84   2    3.267
      1909    338.0012    359.2981     2623.493     217.1077        21  28.92   2    1.842
      1910    743.3928    362.1812     1106.727     214.9406        10  72.01   2    1.597
      1911     94.1062    342.9859     3341.389     216.9437        78 -74.43   2    1.515
      1912     46.1620    354.8286     3137.973     218.4273        45  53.67   2    1.197
      1913    796.0452    364.3939     833.9183      215.147         3  56.32   2    1.051
      1914    178.6245    362.1297     1289.433     215.2028        17  31.17   2    1.294
      1915    249.4388    354.2309     1141.607     215.5879        20  88.67   2    1.822
      1916    380.1941    357.6033     1357.574     215.3005        35 -23.57   2    1.578
      1917    114.0219    358.5829     2160.638     217.6335        35  -4.22   0    1.319
      1918    938.0239    360.1841     685.6445     215.5316         1 -52.36   0    2.330
      1919    775.1956    331.6858      48815.5     275.5113       179 -46.11   2    1.295
      1920    538.7284    338.9732     13091.75     231.5116       117  29.02   2    1.143
      1921    460.1562    243.6037     1662.453     216.9258        39  68.21   2    1.712
      1922    462.7006    249.2139     1416.038     215.3843        24   3.35   2    1.145
      1923    465.2610    258.6231     2529.643     216.9742        46  35.00   2    1.888
      1924    468.7147    292.6819     2697.246     216.6197        40  -5.52   2    2.020
      1925    592.4385    262.1344     3517.892     218.3755        41 -75.78   2    1.603
      1926    594.7516    267.4524      1027.85      215.425         9  10.11   2    1.759
      1927    682.3025    333.3283     1565.582     213.1996        17  -0.97   2    1.173
      1928    686.5626    318.0713     4063.201     219.1448        69  30.04   2    1.514
      1929    712.3329    287.5127     13925.34     231.5122       119  64.90   2    1.724
      1930    688.8874    306.9035      760.258       213.24         8   6.70   2    3.373
      1931    551.5607    353.9569     11545.74      230.001        62  84.91   2    1.089
      1932     54.3179    361.5565     1416.669      214.188        25  55.55   0    1.521
      1933    283.0918    364.3333     1907.048     215.4909        18   9.90   0    1.220
      1934    561.4591    288.4727     853.0175     213.9759         9 -70.23   2    1.650
      1935    567.0144    298.3037     996.7001     214.1831         9  19.97   2    1.328
      1936    400.0550    325.7766     1579.349     215.6182        41 -82.54   2    1.374
      1937    459.5786    344.6064     23282.42     244.7206       153   1.50   2    2.171
      1938    860.4199    363.7599     1672.032     216.9395        19 -20.89   0    1.149
      1939    668.0346    366.2508      500.964      214.069         1  89.19   0    1.203
      1940    257.9958    359.9804     5421.133      221.049        25 -74.83   2    1.311
      1941    204.1700    354.5086     1749.935     213.4664        35  88.67   2    1.240
      1942    875.5018    366.5136     1603.199     213.8562        14  16.29   2    1.068
      1943    425.8292    347.3825     13900.16     233.6899       119   4.68   2    1.119
      1944    687.6644    357.5713      3537.52     218.4032        51 -27.38   2    1.750
      1945    423.7668    336.0144     4586.785     221.6283       100 -13.70   2    1.261
      1946    331.8286    324.5732     30546.57     254.7283       210 -32.17   2    1.089
      1947    234.6580    367.5574     1003.675     214.7926         9 -45.38   0    1.137
      1948    876.5911    353.8754     3231.996      217.971        51 -79.49   2    1.165
      1949    356.4893    331.0527     135179.9     358.3941       250 -42.79   2    1.114
      1950    801.9099    356.2934     3314.886      217.498        41 -80.30   2    1.504
      1951    498.3563    368.5430     701.4043     214.9568         2  -6.46   2    1.866
      1952    264.6622    360.4076     1707.347     216.3963        37  33.13   2    1.581
      1953    113.3195    370.6525     1278.925     213.9894         8  40.24   2    1.173
      1954    810.0533    365.8285     1623.361     215.6812        15  38.21   2    1.363
      1955    404.2056    335.5825     20493.95     241.1781       133 -79.76   2    1.522
      1956    334.4680    362.2241     3110.988     217.7996        43   0.47   2    1.380
      1957    720.0073    359.8468     1936.941      217.316        28 -37.42   2    2.298
      1958    133.8594    359.7893     2749.988     217.8784        46 -38.40   2    1.118
      1959    671.9778    359.5567     1910.051     217.2778        36 -19.33   0    1.627
      1960    999.3083    362.1315     1562.332     214.3978        25  50.96   0    1.591
      1961    228.4861    369.2818       866.61     213.9955         6  30.33   0    1.020
      1962    914.6801    337.4348     32480.38     256.0584       175   2.66   2    1.142
      1963    987.7791    374.4206      464.316     215.2144         0 -19.28   0    1.622
      1964    644.4363    220.1975     2672.104     218.3576        34 -79.14   2    1.280
      1965    649.5720    225.5250     1564.755     215.5973        57   7.76   2    1.241
      1966    490.7533    239.0060     861.8251     215.7837         7 -76.49   2    1.477
      1967    460.3499    261.3259     176.4202     212.9978         0 -54.29   2    1.110
      1968    540.8148    279.1610      727.438      216.187         3 -25.55   2    3.087
      1969    616.9315    323.3444     2695.928     216.6179        64  82.34   2    1.590
      1970    621.3281    328.7027     586.2348     212.3834         1  53.67   2    1.172
      1971    616.3548    239.9471      1091.04     215.5155        32 -42.30   2    2.242
      1972    737.7541    309.5766     2714.433     218.4174        33 -27.80   2    2.019
      1973    720.5081    340.4783     790.5958     213.8859        12  43.65   2    2.567
      1974    150.0243    365.2885     2994.868     216.4502        37  38.44   2    1.233
      1975    568.2010    350.0656     13645.17     233.3529        92 -18.21   2    1.129
      1976    444.6869    363.1209     3776.072     217.5613        40 -17.73   2    1.410
      1977   1020.3870    363.0312      2091.42     218.1256        28  80.46   0    1.160
      1978    441.2235    297.4113     68676.12     296.9278       267  44.57   2    1.048
      1979    503.9349    307.4792     1905.782     215.4891        44 -26.67   2    1.960
      1980    633.4416    338.2668     942.2806     214.7043        11  80.68   2    2.394
      1981    352.2963    343.9840      403.334     212.1174         5 -58.64   2    1.443
      1982    299.0374    354.1691     3403.033     218.8015        57 -33.91   2    1.339
      1983    612.2215    353.7153     18852.41     237.9901        77  25.93   2    1.109
      1984    387.8178    339.5290     4533.219       220.39        89  79.89   2    2.470
      1985    591.1385    342.9102     9139.771     225.0418        85 -69.15   2    1.504
      1986    504.1698    371.1321     764.3574     214.4484         3 -16.40   2    1.341
      1987    306.6280    366.7827     1092.425     216.1133        13  82.35   2    1.360
      1988    833.9359    368.7381     893.2769      214.034         7  44.86   2    1.406
      1989    614.5058    374.4954     23572.29     244.5607         9  43.50   2    1.255
      1990    331.3647    350.8446     4489.421     220.3286        75  52.53   2    1.284
      1991    377.5905    350.3829     2998.792     217.6405        67  62.61   2    1.879
      1992    563.4931    367.6626     3625.014     217.3468        46  -9.38   2    2.126
      1993    416.4883    351.4787     3305.104     216.8921        94  28.44   2    1.259
      1994    775.6599    354.9865     2641.872     217.7251        56 -59.18   2    1.581
      1995    186.0963    364.8874     2694.417     216.0213        43 -24.94   2    1.284
      1996   1014.6171    367.7074     1471.116     213.6655        22  63.97   0    1.384
      1997     39.4989    374.9625     579.1545     211.7668         0 -27.67   0    1.630
      1998    229.9954    358.9432     1437.727     216.0114        32 -72.26   2    1.706
      1999    412.1784    340.6691     14016.22     233.2926       135 -87.58   2    1.296
      2000    827.2867    366.5142      3876.07     218.2929        33 -53.77   2    1.091
      2001    917.6573    364.5433     787.5507     215.6774         1 -73.97   2    1.913
      2002    558.1427    350.7676     16477.73      235.437        74 -79.45   2    1.196
      2003    538.3378    363.1236     10344.38     227.8195        61  -6.76   2    1.157
      2004    626.3169    368.9658     1822.041     215.3691        17 -51.49   2    1.647
      2005    923.7855    367.1433     2706.715      217.817        34  57.27   2    1.223
      2006    261.5100    339.6956     9562.092     226.1895       148 -84.91   2    1.213
      2007    319.8179    376.8661     399.1865     213.9222         0 -48.34   0    1.197
      2008    380.2157    342.6252     3219.903     219.1306       104  78.95   2    1.556
      2009    719.4867    365.0423     2208.976     215.3266        30  51.84   2    1.559
      2010    995.3663    351.4987     24964.07     244.7399       171 -32.92   2    1.355
      2011    709.9742    352.7130     5651.421     220.2056        55 -75.35   2    1.332
      2012    185.1323    372.7812     709.8812      214.969         0 -80.95   0    1.605
      2013    330.7911    375.6734     290.8953     213.7659         0 -21.34   2    2.881
      2014    794.4817    372.4952     829.0035     213.9413         6  60.94   2    1.659
      2015    788.6763    370.9834     1041.585     215.4447        15 -19.67   2    1.789
      2016    544.9865    359.4761     53618.97     280.8409        83  35.08   2    1.200
      2017    408.5321    361.2621     27917.81     250.4985        84   7.46   2    1.240
      2018    488.1282    368.1458     10243.33     227.1171        41  -6.82   2    1.230
      2019    743.6622    368.8692     3327.508     218.1062        30 -12.99   2    1.157
      2020    434.6770    376.6737     3213.406     216.7616         9 -62.71   2    1.285
      2021    452.0520    232.6725     1051.652     214.2623        14  29.17   2    1.384
      2022    632.6653    243.3206     846.9507     213.9672         5  31.50   2    1.637
      2023    684.3112    244.3291     93.71437      212.273         0 -72.32   2    1.405
      2024    753.7375    305.8498     3405.372     218.2164        43  50.05   2    1.631
      2025    368.3916    318.8503     1955.044     216.7493        35 -31.92   2    2.232
      2026    701.7114    326.7512     841.3439     213.3573         4 -10.67   2    1.442
      2027    321.8729    333.0165     927.9995     215.2819        10  -1.43   2    1.655
      2028    328.1366    335.4331     887.9684     214.6263         7 -37.48   2    1.284
      2029    740.6804    335.9717     1039.654     214.8443         8  35.46   2    1.597
      2030    724.5347    346.0321     437.4923     213.9775         0  87.59   2    1.702
      2031    492.5155    354.9803     522.2191     212.8952         2 -88.32   2    3.299
      2032    691.0062    364.1933     2827.422     217.3974        39 -59.09   2    1.512
      2033   1010.0885    321.6161     146234.2     368.1401       339 -82.84   2    1.078
      2034    422.4817    357.1923      1554.31     215.5824        54 -36.76   2    3.489
      2035    905.5229    373.7730     601.1572     214.2134         0 -59.22   0    1.824
      2036    721.7824    376.5432      634.782     214.8611         1  88.32   0    1.272
      2037    885.4871    373.4942     2483.165     216.3145        17  76.44   2    1.227
      2038    587.5360    359.6385     5013.808     220.4796        54  76.56   2    1.761
      2039    762.1437    355.8959     2628.184     215.3304        83  28.93   2    1.798
      2040    927.1451    372.9884     1627.879      216.283        20  68.89   2    1.161
      2041    769.0146    377.2302      696.308     215.5468         2  86.91   0    1.179
      2042    592.0081    378.4923     11803.95     229.7884        22   2.20   2    1.507
      2043    470.4223    371.0246     3295.803     219.2374        36 -18.66   2    1.265
      2044    669.5057    377.5090     6087.566     221.3976        19 -64.54   2    1.266
      2045    480.0064    235.7003     560.4144     214.1547         0 -56.58   2    1.483
      2046    511.8725    240.6341     1312.962     215.2365        18 -22.79   2    2.027
      2047    441.6285    247.1862     533.6008     215.3137         4  42.18   2    2.862
      2048    545.6371    271.3080     678.4152     211.9114         4  62.21   2    1.713
      2049    498.0760    277.6519     622.4876     213.6432         1  62.67   2    1.785
      2050    550.8161    280.0588     8345.023     225.0945       105 -14.02   2    1.451
      2051    414.9853    301.3299     4553.878     220.4189        48 -89.03   2    1.247
      2052    467.7243    313.0349     1027.946     214.8275        17   8.30   2    1.881
      2053    573.1530    332.7188     648.4453     213.0781         4  45.36   2    1.589
      2054    723.3809    351.1921     346.9621     213.8468         0  75.70   2    4.489
      2055    580.1323    368.1284     287.3111     213.1584         6  86.94   2    1.989
      2056    269.9850    377.0140     1999.805     216.2192        20  34.13   2    1.284
      2057    782.3954    377.2231      2937.52     217.5536        18  57.16   2    1.280
      2058    549.9622    363.0537     67160.74     295.3484       114 -18.18   2    1.256
      2059    367.6115    366.6628     6939.055     223.1584        65  36.76   2    1.676
      2060    445.4851    380.4964     2775.239     216.1368        18  10.22   2    1.271
      2061    647.3654    336.5445     52037.36     278.1743       199 -56.35   2    1.186
      2062    690.9835    380.5220     1246.341      215.141         8 -12.73   2    1.523
      2063      6.7632    368.5152     1850.705     214.8125        34 -58.57   0    1.366
      2064    212.5041    348.9659     41190.64     264.4126       163  87.26   2    1.133
      2065    278.0695    377.8889     935.3333     213.4932         8  48.62   2    1.835
      2066     30.8618    380.1817     911.7098     214.6604         6  37.55   0    1.036
      2067    954.1719    378.1883     2633.215     217.7129        19  30.23   2    1.368
      2068    623.9924    342.8447     29654.05     253.6446       153 -56.35   2    1.506
      2069    692.0039    251.4794     195.9711     214.2298         0  -0.57   2    2.341
      2070    534.6012    276.2065     508.1217     214.0793         1  80.07   2    2.371
      2071    507.9140    279.1739     977.4463     213.5541         7 -47.09   2    1.963
      2072    644.7621    284.0136       43.521     215.2083         0  64.59   2    1.868
      2073    531.6735    298.3372     599.4788      214.211         1  63.49   2    2.174
      2074    408.7945    300.5955     367.9886     213.8772         0  19.07   2    1.661
      2075    520.0936    304.3767      11550.8     227.7608       156  70.38   2    1.624
      2076    670.2536    318.5549     933.3542     215.2896        16  -6.63   2    4.073
      2077    784.0406    342.4688     1093.423     214.9215        15 -11.95   2    1.288
      2078    344.3644    351.6888     1144.352     213.7952        32 -35.49   2    3.809
      2079    698.1741    358.6049     213.1306     214.2546         0 -22.12   2    3.007
      2080    509.5211    326.9666     220426.2     426.1242       342  62.70   2    1.190
      2081    676.3103    373.0434     4247.031     218.2284        33 -39.24   2    1.213
      2082    141.1010    349.6569     48736.99     273.5496       234  23.34   2    1.133
      2083    797.4767    376.5009     2387.115     214.9846        20  64.19   2    1.134
      2084    800.8006    376.5964     2310.936     216.6629        21  56.98   2    1.475
      2085    875.3521    372.5831     2977.304     218.7886        38 -82.22   2    1.496
      2086    409.6061    370.6422     30356.57      254.498        62  -0.53   2    1.130
      2087    513.1984    370.6623     12945.55     231.8718        56 -34.96   2    1.281
      2088    562.6080    355.9295     12465.82     230.6756        82  79.30   2    1.617
      2089    862.7144    375.0051     1649.057     216.3132        25  17.89   2    1.132
      2090    425.2318    373.5886     1698.585     216.9772        36  39.77   2    1.599
      2091    925.0103    379.9688     1340.592     216.4674        19  -0.94   2    1.079
      2092    470.9779    350.7871     28730.35     252.0084       144  89.43   2    1.373
      2093    762.3562    380.5540     735.2783     215.0054         3 -32.63   2    1.876
      2094    647.9448    357.6761     8255.312     224.3992        77  45.77   2    1.094
      2095    755.7508    378.4857     1884.328     214.8608        26 -76.53   2    1.123
      2096    159.8413    344.4181     11994.19     231.1589       100   0.52   2    1.563
      2097    296.2374    365.2851     3088.138     216.5831        45  85.63   2    1.507
      2098     82.9689    375.9391     2623.111     217.1071        32  50.41   2    1.116
      2099    118.1096    371.6025     2575.116     217.0389        46 -48.19   2    1.348
      2100    166.9550    380.5082     3859.889     217.6801        23  -8.36   2    1.152
      2101    838.6428    340.3228     84806.88     312.8358       243 -45.29   2    1.236
      2102    820.0258    375.9714     1378.358     216.5212        19 -87.32   2    1.517
      2103    490.1435    363.1270     16499.46     235.4655        88 -18.35   2    1.093
      2104    716.9733    327.2639     141325.9     364.0019       371  31.50   2    1.268
      2105    503.5757    379.3348     3971.105     219.6013        36  13.72   2    1.373
      2106   1000.3350    384.3192     1859.353     215.4226        10 -38.83   2    1.427
      2107    258.4907    372.3736     2525.207     215.1827        40  52.38   2    1.357
      2108    866.0695    369.5200      1697.31      214.592        35 -61.28   2    1.743
      2109     18.9280    376.7314     2817.306     216.7907        52 -14.41   0    1.603
      2110    693.6667    375.2935      2134.26     215.8161        48 -26.01   2    1.620
      2111    551.0561    342.3503     46352.33      272.738       226 -39.09   2    1.597
      2112    433.5757    365.1102     39656.28     263.1046       117  24.61   2    1.208
      2113    516.8628    354.2396     8620.625     225.4721       191   5.40   2    1.983
      2114    633.4544    375.2117     5066.601     221.1357        40 -25.43   2    1.183
      2115    483.4219    377.2358     2200.429     218.2798        26 -56.14   2    1.496
      2116    940.6457    383.0504     1177.382     215.6391        20 -14.06   2    1.819
      2117    568.0448    370.9690     5824.501     222.7689        45 -70.27   2    1.715
      2118    628.0785    376.6614     3490.542     217.1558        37  44.87   2    1.161
      2119    338.5758    386.3884     1099.591     215.5278        10  -4.57   2    1.661
      2120    309.0444    373.3123     1628.409     214.4929        25 -65.67   2    1.618
      2121    272.8467    370.7377     6958.179     223.1848        75 -14.55   2    1.157
      2122    298.9301    376.7224     1478.714     214.2773        19  69.79   0    1.514
      2123    856.3333    386.3261     799.9075     213.8993         5 -51.23   2    1.084
      2124     37.8046    389.0540     661.7429     214.8998         1   1.70   0    1.213
      2125    948.3115    366.0293     2207.514     215.3245        64  46.60   2    1.446
      2126    594.9822    382.6949     7874.093     222.7227        32   4.37   2    1.237
      2127    620.8782    375.3158     8338.776     223.3657        52  80.71   2    1.280
      2128    677.3244    384.6644      3512.64      218.368        19  41.21   2    1.308
      2129    729.9634    377.9698     4685.658     221.1854        49 -64.54   2    1.129
      2130    494.4333    379.7427     3173.879     217.8887        34  -9.74   2    1.907
      2131     57.9461    375.0788     2948.892     216.3846        46 -78.97   0    1.474
      2132   1022.3459    382.2448     2156.127     217.0355        26  77.68   8    1.208
      2133    284.9612    390.3122     256.1128      212.509         0  -2.45   0    1.094
      2134    818.8728    382.7557     1570.853      215.606        25 -15.82   2    1.403
      2135    792.4351    384.4964      1222.91      212.703        17 -24.79   2    1.178
      2136    580.6514    338.2294     22635.09     244.4294       146 -68.60   2    1.705
      2137    896.8557    379.8383     11423.01     229.8362        42 -22.29   2    1.299
      2138    320.6985    385.0116     587.2775     214.1934         1 -79.58   2    1.690
      2139    957.2527    370.5089     1362.258     214.1095        48 -54.64   2    2.526
      2140    396.3116    379.1223     28480.01     250.1644        57  16.03   2    1.190
      2141    749.5441    372.1638     9620.462     226.8366        94 -35.26   2    1.458
      2142    618.0403    362.0910     2860.234     216.2581        59  65.20   2    3.590
      2143    290.7083    370.7736     3339.185     216.3471        60 -65.74   2    1.874
      2144    314.8330    360.6111        32756     257.3914       195  34.36   2    1.431
      2145    857.1305    382.3000     1444.704     213.6273        23 -80.49   2    1.353
      2146    844.6022    384.4347     1387.017     216.5336        31 -15.25   2    1.692
      2147    709.6729    384.3275     20313.12     240.4124        30  45.47   2    1.669
      2148    849.6313    347.4405     2286.478     217.8119        51  51.42   2    1.258
      2149    620.4922    382.5483     5097.265     219.4276        32  76.92   2    1.522
      2150    480.9653    362.5441     3303.087     218.0717        81 -67.26   2    3.295
      2151    409.9839    387.0338     1394.219     217.1368        22 -24.49   2    1.957
      2152    493.3095    336.8571     32196.57     254.7085       184 -38.67   2    1.224
      2153    921.7989    349.6778     85196.25     313.2197       261 -62.65   2    1.104
      2154    757.8984    386.1630     2253.353      214.193        22  81.49   2    1.079
      2155    892.0702    376.6617     25656.86     247.6971        80 -22.11   2    1.171
      2156    222.5011    384.0116     7799.002     224.3446        36  10.60   2    1.050
      2157    556.0116    380.0313     8421.164     226.3379        44 -47.81   2    1.342
      2158    684.2098    343.2660     24332.68     246.0416       186 -71.00   2    1.292
      2159    699.7763    376.8846     1474.834     214.2718        34  36.50   2    1.557
      2160    457.5853    389.2390     3387.183     219.9514        15 -75.61   2    1.637
      2161    702.0000    382.0063     1759.397     215.8758        24 -83.25   2    1.712
      2162    438.3222    389.8091     1965.466     216.1702        19  34.09   2    1.422
      2163    760.1365    371.6691     5884.679     221.1146        61 -75.27   2    1.202
      2164    739.3645    392.0883     876.9398     213.4088         9  22.31   2    1.378
      2165    105.0735    371.5227     8785.277     224.5551       116 -20.86   2    1.809
      2166    427.2831    392.0276     735.4677     213.8063         6  41.14   2    1.511
      2167    197.4995    389.9799     1154.088      213.207        17 -23.39   0    1.202
      2168    871.9708    383.8083     2110.265      217.562        25  83.63   2    1.468
      2169    312.4870    390.4901      3321.18     217.5069        15 -87.27   2    1.190
      2170    606.1185    386.6370     1360.876     214.7072        17 -86.23   2    1.832
      2171    775.3461    366.1516     24022.81     246.1754       130  31.21   2    1.245
      2172    488.0123    384.4940     4455.574     219.1107        32  82.19   2    1.324
      2173    664.6643    379.4057     7171.679     224.0545        79 -13.10   2    1.144
      2174    652.4995    393.5039     4410.015     217.8694        16 -35.99   2    1.104
      2175    770.2576    344.0252     154911.1     375.6866       313  70.19   2    1.132
      2176    944.9968    375.8051     6343.601     222.3333        84 -14.28   2    1.297
      2177    570.4633    380.4363     5520.024     221.1871        49  86.77   2    1.468
      2178    733.2286    382.2315      4807.14     221.3549        79 -10.26   2    2.224
      2179    480.2994    335.9019     5186.135     217.7885       101 -68.15   2    2.783
      2180    751.0544    360.4306     12570.79     230.2583       131 -52.01   2    1.395
      2181    345.5616    381.8964     1093.608     212.5153        22 -82.72   2    1.478
      2182    945.7194    389.2961     1965.349     214.9771        24  58.15   0    1.016
      2183    341.8046    395.5962     1091.713     214.9191        11  27.27   2    1.782
      2184    502.2162    387.8611     4833.514     220.2271        41  16.25   2    1.203
      2185    253.0632    364.1470     28057.93     250.6711       132 -61.18   2    1.086
      2186    877.6160    378.7580     7468.385     225.0349        82 -24.45   2    1.343
      2187    320.6024    390.2277     1077.605     216.0921        15 -38.97   2    1.239
      2188    106.3807    389.1743     1901.456     217.2656        21  69.62   2    2.183
      2189    797.9077    389.7030     1169.844      213.832        12  60.03   2    1.464
      2190    465.7943    378.7206      26418.3     249.1607        78 -18.35   2    1.100
      2191    373.4485    378.1517     3210.296      219.117        95 -25.93   2    1.479
      2192    692.2329    387.9880     1114.586      216.739        30 -18.95   2    2.806
      2193    729.0633    398.5252     735.2384     214.4065         3  10.01   2    1.604
      2194    123.9388    396.3476     1029.858     214.8302        10  15.05   0    1.251
      2195    402.6486    396.3501      469.371     215.2216         0   9.85   0    1.163
      2196    581.0999    383.0314     45362.34     268.7601        79   7.39   2    1.546
      2197    523.1353    388.3395     16202.12     235.6217        45 -37.16   2    1.119
      2198    592.4954    370.4810      16704.3     235.1878       147 -47.55   2    1.725
      2199    606.6709    343.8001     117122.3     343.2405       244 -60.48   2    1.173
      2200    391.4929    397.4907       2875.8      216.874        15 -35.19   2    1.277
      2201    439.4720    372.9200     5223.375     219.6049        68 -76.30   2    1.694
      2202    475.3278    371.1779     2469.331     217.4804        50  71.95   2    3.197
      2203    730.0545    368.9842     2447.305     217.4492        36  42.75   2    1.443
      2204    242.4590    395.1568     916.5831     214.6674         6  22.71   0    1.908
      2205    544.7686    382.6363     9498.116     227.8018        61 -37.73   2    1.602
      2206    673.0041    380.9980     7261.228     223.6035        64 -71.11   2    1.181
      2207    639.6006    361.7242     55551.46     282.5019       184  63.77   2    1.320
      2208    387.9541    395.4993     3438.528     215.2977        31  -7.66   2    1.526
      2209    441.3138    384.0977     4535.077     218.0465        73 -19.67   2    1.097
      2210    849.7470    375.3726     14912.28     234.4751       107  18.61   0    1.122
      2211    828.7598    377.4030     1768.384     217.0765        37  83.59   2    2.297
      2212    307.0302    387.7023     2024.175     213.8625        36  43.42   2    1.619
      2213    859.5480    395.6444     1068.237     215.4828        11  -1.08   0    1.181
      2214    793.5412    398.0912     532.5443     212.9101         0  16.33   0    2.542
      2215    181.9980    401.0303     641.3162     215.4681         0  31.84   0    1.021
      2216    256.5256    396.4850     779.3646     212.6639         8  64.78   2    1.217
      2217    552.8392    388.1609     1826.016      215.971        20 -88.44   2    1.639
      2218    733.9595    394.4121     1820.674     217.7421        20 -40.83   2    1.401
      2219    214.4202    365.1148     57383.57     283.5912       237  18.91   2    1.042
      2220     79.4049    396.8948     998.7763     214.7855         8  71.62   0    1.223
      2221    449.6721    373.2548     9809.471     226.5268       100 -31.13   2    1.658
      2222    227.9095    385.8610     20891.52       240.62        78  36.25   2    1.079
      2223    300.2164    397.8665     2388.466     216.7733        23   7.62   0    1.280
      2224    944.1932    403.0557     655.4808     214.8908         0   0.93   0    1.223
      2225    863.7321    400.2674     1418.885     214.7906        17 -12.88   2    1.330
      2226    396.5081    391.0155     4877.289     219.1179        39 -70.68   2    1.095
      2227    348.9897    399.5160     3606.786     218.5011        27 -29.18   2    2.131
      2228    630.3735    386.1163     7682.788     223.6104        63 -19.64   2    1.628
      2229    721.9500    386.4873     1371.912     214.1234        84  26.14   2    6.125
      2230    957.7834    396.5408     982.2557     214.7618        10 -79.84   2    1.597
      2231    262.4444    391.2496     5490.178     221.7261        47  52.16   2    1.145
      2232    919.7891    389.4475     2799.778      218.538        54 -10.29   2    1.453
      2233    643.4302    378.5802     95497.12     324.0053       114 -80.13   2    1.404
      2234    584.9625    377.7979     46102.23     272.9263        93  41.31   2    1.964
      2235    526.9531    342.5796     227372.2     431.7219       373  52.20   2    1.324
      2236    464.8333    394.8323     4670.134     221.1638        31  52.89   2    1.282
      2237    608.4926    402.5240     3179.468     216.7132        12  40.94   2    1.144
      2238    658.6607    388.6673     4702.369     220.0432        57  48.31   2    1.814
      2239    240.0870    347.5115     34499.12     257.9824       194  56.08   2    1.146
      2240    822.5854    399.9461     368.7434     214.4786         0 -29.82   0    3.001
      2241    142.4174    382.4450      3332.09     219.2885        98  -6.44   2    1.461
      2242    970.8253    391.1762     1512.428     216.7123        32 -78.33   2    1.765
      2243    268.6558    402.2968     927.5323     212.8788         4  48.60   0    1.104
      2244    790.9351    390.6032     1970.875     216.7719        40  37.52   2    2.117
